month,RMSE_dec,RMSE_nov,RMSE_oct
1,2.53176787122457,0.17051849653883266,7.745629832539201
2,2.514432428523275,10.302531759793847,1.436705165124046
3,1.7153881797737043,0.7674013171458114,11.434902190699901
4,0.5558107622048567,2.706990644347595,1.6064912929814135
5,2.834449126930565,1.965330079112654,4.89715470674242
6,1.798256798561634,0.08468282296367668,1.5963225468130418
