month,is_train,lat,lon,precip_est,precip_obs
1,False,26.0,-16.0,7.145957,3.02076337125
1,False,26.0,-15.0,5.259726525,3.4928322337499997
1,False,26.0,-14.0,2.7050390625,1.3809204175
1,False,26.0,-13.0,2.22701171875,1.419544205
1,False,26.0,-12.0,1.774375,1.923561072
1,False,26.0,-11.0,1.66402344375,1.9626617742499999
1,False,26.0,-10.0,1.424765625,1.3089179765
1,False,26.0,-9.0,1.27339843125,2.26211544075
1,False,26.0,-8.0,1.0253515625,2.12955474075
1,False,26.0,-7.0,1.01021484375,1.933097838
1,False,26.0,-6.0,0.9623632875,2.6903152625
1,False,26.0,-5.0,1.02486328125,3.562927289
1,False,26.0,-4.0,1.14107423125,1.7781258167499998
1,False,26.0,-3.0,1.05513673125,1.65510176375
1,False,26.0,-2.0,0.954550775,1.7185210925
1,False,26.0,-1.0,0.81978515,1.334190415625
1,False,26.0,0.0,0.63326172,1.9893645875
1,False,26.0,1.0,0.5795507875,1.1162757825
1,False,26.0,2.0,0.6025,1.29747395375
1,False,26.0,3.0,0.78267578875,1.27172475
1,False,26.0,4.0,0.94869140625,2.7832984955
1,False,26.0,5.0,1.25728515625,4.39071661
1,False,26.0,6.0,1.6234961,4.720211182
1,False,26.0,7.0,2.63619144375,4.317283733
1,False,26.0,8.0,2.9027929625000004,4.2209625187499995
1,False,26.0,9.0,2.3656836062499997,2.6283263885
1,False,26.0,10.0,2.35640625625,3.063678745625
1,False,26.0,11.0,1.88667969375,1.327037801875
1,False,26.0,12.0,1.5893164,0.739574443125
1,False,26.0,13.0,1.2226171875,0.33330917125000004
1,False,26.0,14.0,1.0424414125,0.3070831295
1,False,26.0,15.0,0.90474609375,0.126361847625
1,False,26.0,16.0,0.63375,0.07390975887500001
1,False,26.0,17.0,0.68697265625,0.31375885
1,False,26.0,18.0,0.71285156875,0.103950502
1,False,26.0,19.0,0.7148046875,0.181198125
1,False,26.0,20.0,0.60201171875,0.19264221274999999
1,False,27.0,-20.0,24.759238375,15.148162987500001
1,False,27.0,-19.0,20.300253875,10.773181887500002
1,False,27.0,-18.0,16.6303320625,8.23783875
1,False,27.0,-17.0,13.7021093375,6.0806272762499995
1,False,27.0,-16.0,11.305136725,5.274295813
1,False,27.0,-15.0,8.9936131875,3.3740997325
1,False,27.0,-14.0,6.452109325,3.57866285
1,False,27.0,-13.0,3.3256445,1.8262863070000002
1,False,27.0,-12.0,2.8754492000000003,1.5463829042500001
1,False,27.0,-11.0,2.4364843625,4.308700507
1,False,27.0,-10.0,2.2011328,2.30073931125
1,False,27.0,-9.0,1.79244141875,2.5320053099999997
1,False,27.0,-8.0,1.5453710875,2.122879072
1,False,27.0,-7.0,1.29048828125,1.324176789
1,False,27.0,-6.0,1.2416601625,1.65987013675
1,False,27.0,-5.0,1.12886719375,1.70469283975
1,False,27.0,-4.0,1.2431249875,1.62315367325
1,False,27.0,-3.0,1.31050781875,1.2931823725
1,False,27.0,-2.0,1.209921875,2.08377840125
1,False,27.0,-1.0,1.129355475,2.0627975335
1,False,27.0,0.0,0.941855475,1.405715928
1,False,27.0,1.0,0.9057226625,1.29365921625
1,False,27.0,2.0,0.9291601625,1.1134147695
1,False,27.0,3.0,0.95943359375,1.88493731625
1,False,27.0,4.0,1.12398436875,2.7608871045
1,False,27.0,5.0,1.20503906875,2.532482195
1,False,27.0,6.0,1.5663672,2.6946067193750003
1,False,27.0,7.0,1.60103515,2.765178628625
1,False,27.0,8.0,1.86519531875,4.013538325
1,False,27.0,9.0,2.05269531875,4.7006606820000005
1,False,27.0,10.0,2.0468359375,3.31926347325
1,False,27.0,11.0,2.47457031875,3.9701461544999996
1,False,27.0,12.0,2.18062499375,4.07314299975
1,False,27.0,13.0,1.84761720625,2.3131370725
1,False,27.0,14.0,1.6703710875,1.4090537945000001
1,False,27.0,15.0,1.6640234375,1.4014244275
1,False,27.0,16.0,1.3940039125,1.38950347875
1,False,27.0,17.0,1.56929688125,1.172065734375
1,False,27.0,18.0,1.59273436875,0.6170272875
1,False,27.0,19.0,1.0541601625,0.69570541175
1,False,27.0,20.0,0.94234375,0.29706955525
1,False,28.0,-20.0,28.673789125,23.35214615
1,False,28.0,-19.0,24.2519140625,20.352363225
1,False,28.0,-18.0,23.626425875000002,11.84129719375
1,False,28.0,-17.0,20.723105375,16.631603275
1,False,28.0,-16.0,17.733847625,12.865543475
1,False,28.0,-15.0,15.442343725,6.8888663875
1,False,28.0,-14.0,11.265097687499999,4.3935775875
1,False,28.0,-13.0,8.1591405875,5.57708733
1,False,28.0,-12.0,5.8588476,5.455970675
1,False,28.0,-11.0,5.4223242,5.02634054625
1,False,28.0,-10.0,3.431601525,7.03763962
1,False,28.0,-9.0,3.0248632625,4.5313834987499995
1,False,28.0,-8.0,2.37740233125,2.7685165130000002
1,False,28.0,-7.0,2.1249609375,1.75189967875
1,False,28.0,-6.0,1.6308203125,1.12819671125
1,False,28.0,-5.0,1.51656250625,1.4123916652500002
1,False,28.0,-4.0,1.4159765625,2.288341552
1,False,28.0,-3.0,1.4818945125,3.93915179125
1,False,28.0,-2.0,1.39791015,2.5477409275
1,False,28.0,-1.0,1.316855475,1.992225599125
1,False,28.0,0.0,1.40035156875,1.6860962050000001
1,False,28.0,1.0,1.36421875625,2.003192875
1,False,28.0,2.0,1.39546875,2.6645660825
1,False,28.0,3.0,1.424765625,1.7852783412500002
1,False,28.0,4.0,1.3656836,1.800060298125
1,False,28.0,5.0,1.4452734375,2.06279751625
1,False,28.0,6.0,1.3813085875,1.9841194500000001
1,False,28.0,7.0,1.41646484375,1.319885245
1,False,28.0,8.0,1.516074225,1.519203171875
1,False,28.0,9.0,1.70308595,1.4896392835
1,False,28.0,10.0,2.17134764375,1.57546996775
